ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Sale price","Regular price",Categories,Tags,Images,Stock,"Backorders allowed?","Weight (kg)"
149,simple,SHOE-0149,"Adidas Predator Freestyle TF",1,0,visible,"TF đa năng, grip","TF đa năng, grip. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",1590000,1890000,"Giày Đá Bóng","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-5.jpg,50,0,0.8
150,simple,SHOE-0150,"Joma Top Flex",1,0,visible,"Futsal TF Tây Ban Nha","Futsal TF Tây Ban Nha. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",990000,1290000,"Giày Đá Bóng","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-3.jpg,50,0,0.8
151,simple,SHOE-0151,"Adidas Yeezy Slide Onyx",1,1,visible,"EVA một khối, tối giản","EVA một khối, tối giản. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2490000,2890000,"Dép & Sandal","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-8.jpg,50,0,0.3
152,simple,SHOE-0152,"Nike Burrow Slipper",1,1,visible,"Dép nhà ấm áp, mềm","Dép nhà ấm áp, mềm. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",990000,1290000,"Dép & Sandal","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-10.jpg,50,0,0.3
153,simple,SHOE-0153,"Hoka Ora Recovery Slide 3",1,0,visible,"Đệm phục hồi, CMEVA","Đệm phục hồi, CMEVA. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",1290000,1590000,"Dép & Sandal","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-10.jpg,50,0,0.3
154,simple,SHOE-0154,"New Balance Fresh Foam Slide",1,0,visible,"Fresh Foam êm ái","Fresh Foam êm ái. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",890000,1090000,"Dép & Sandal","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-10.jpg,50,0,0.3
155,simple,SHOE-0155,"Under Armour Ignite Select",1,0,visible,"UA Foam đệm tốt","UA Foam đệm tốt. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",690000,890000,"Dép & Sandal","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-9.jpg,50,0,0.3
156,simple,SHOE-0156,"Salomon RX Slide 3.0",1,0,visible,"Recovery sau trail run","Recovery sau trail run. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",1490000,1890000,"Dép & Sandal","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-8.jpg,50,0,0.3
157,simple,SHOE-0157,"Teva Original Universal",1,0,visible,"Sandal quai chéo classic","Sandal quai chéo classic. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",1290000,1590000,"Dép & Sandal","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-4.jpg,50,0,0.3
158,simple,SHOE-0158,"Keen Newport H2",1,0,visible,"Sandal bảo vệ ngón chân","Sandal bảo vệ ngón chân. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2190000,2590000,"Dép & Sandal","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-6.jpg,50,0,0.3
159,simple,SHOE-0159,"Chaco Z/1 Classic",1,0,visible,"Webbing strap, đế Vibram","Webbing strap, đế Vibram. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2490000,2890000,"Dép & Sandal","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-3.jpg,50,0,0.3
160,simple,SHOE-0160,"Dr. Martens Blaire",1,0,visible,"Da nappa, đế Airwair","Da nappa, đế Airwair. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2890000,3290000,"Dép & Sandal","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-7.jpg,50,0,0.3
161,simple,SHOE-0161,"Suicoke Moto-Cab",1,0,visible,"Neoprene strap, Vibram","Neoprene strap, Vibram. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2690000,3090000,"Dép & Sandal","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-3.jpg,50,0,0.3
162,simple,SHOE-0162,"Oofos OOahh Slide",1,0,visible,"Foam phục hồi OOfoam","Foam phục hồi OOfoam. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",1190000,1490000,"Dép & Sandal","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-10.jpg,50,0,0.3
163,simple,SHOE-0163,"Ecco Cozmo Slide",1,0,visible,"Da premium Đan Mạch","Da premium Đan Mạch. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",1990000,2390000,"Dép & Sandal","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-10.jpg,50,0,0.3
164,simple,SHOE-0164,"Jordan 11 Retro",1,1,visible,"Patent leather biểu tượng","Patent leather biểu tượng. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",5990000,6490000,"Giày Thời Trang","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-5.jpg,50,0,0.8
165,simple,SHOE-0165,"Jordan 3 Retro",1,1,visible,"Elephant print kinh điển","Elephant print kinh điển. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",4990000,5490000,"Giày Thời Trang","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-2.jpg,50,0,0.8
166,simple,SHOE-0166,"Nike Air Rift",1,0,visible,"Split-toe Y2K trend","Split-toe Y2K trend. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2890000,3290000,"Giày Thời Trang","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-8.jpg,50,0,0.8
167,simple,SHOE-0167,"Adidas Bad Bunny Campus",1,0,visible,"Collab limited edition","Collab limited edition. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",3990000,4490000,"Giày Thời Trang","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-4.jpg,50,0,0.8
168,simple,SHOE-0168,"Adidas Handball Spezial",1,0,visible,"Terrace culture icon","Terrace culture icon. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2290000,2690000,"Giày Thời Trang","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-10.jpg,50,0,0.8
169,simple,SHOE-0169,"New Balance 1906R",1,0,visible,"Protection Pack, N-ergy","Protection Pack, N-ergy. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",3490000,3990000,"Giày Thời Trang","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-4.jpg,50,0,0.8
170,simple,SHOE-0170,"Asics Gel-Kayano 14",1,0,visible,"2000s retro runner","2000s retro runner. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2890000,3290000,"Giày Thời Trang","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-10.jpg,50,0,0.8
171,simple,SHOE-0171,"Salomon ACS Pro",1,0,visible,"Advanced chassis, trail","Advanced chassis, trail. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",3990000,4490000,"Giày Thời Trang","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-8.jpg,50,0,0.8
172,simple,SHOE-0172,"Nike ISPA Link Axis",1,0,visible,"Futuristic, modular","Futuristic, modular. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",4290000,4790000,"Giày Thời Trang","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-7.jpg,50,0,0.8
173,simple,SHOE-0173,"Adidas Ozweego",1,0,visible,"Adiprene chunky retro","Adiprene chunky retro. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2190000,2590000,"Giày Thời Trang","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-6.jpg,50,0,0.8
174,simple,SHOE-0174,"Puma Speedcat OG",1,0,visible,"Motorsport heritage","Motorsport heritage. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2490000,2890000,"Giày Thời Trang","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-3.jpg,50,0,0.8
175,simple,SHOE-0175,"Onitsuka Tiger Mexico 66",1,0,visible,"Japanese heritage 1966","Japanese heritage 1966. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",2690000,3090000,"Giày Thời Trang","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-9.jpg,50,0,0.8
176,simple,SHOE-0176,"Maison Mihara Yasuhiro Peterson",1,0,visible,"Canvas distressed art","Canvas distressed art. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",3290000,3790000,"Giày Thời Trang","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-9.jpg,50,0,0.8
177,simple,SHOE-0177,"Nike Dri-FIT No-Show Socks 6P",1,1,visible,"6 đôi vớ ngắn thể thao","6 đôi vớ ngắn thể thao. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",490000,590000,"Phụ Kiện","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-9.jpg,50,0,0.2
178,simple,SHOE-0178,"Adidas Cushioned Ankle Socks 3P",1,1,visible,"3 đôi vớ cổ ngắn đệm","3 đôi vớ cổ ngắn đệm. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",280000,350000,"Phụ Kiện","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-1.jpg,50,0,0.2
179,simple,SHOE-0179,"Stance Run Tab Socks",1,0,visible,"Vớ chạy bộ siêu mỏng","Vớ chạy bộ siêu mỏng. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",290000,390000,"Phụ Kiện","Giảm giá, Bán chạy",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-6.jpg,50,0,0.2
180,simple,SHOE-0180,"Reshoevn8r Shoe Cleaner",1,0,visible,"Dung dịch vệ sinh pro","Dung dịch vệ sinh pro. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",490000,590000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-5.jpg,50,0,0.2
181,simple,SHOE-0181,"Angelus Leather Paint Kit",1,0,visible,"Bộ sơn custom giày","Bộ sơn custom giày. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",690000,890000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-9.jpg,50,0,0.2
182,simple,SHOE-0182,"Foam Fresh Deodorizer",1,0,visible,"Xịt khử mùi giày","Xịt khử mùi giày. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",190000,290000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-10.jpg,50,0,0.2
183,simple,SHOE-0183,"Drop Front Shoe Box Clear",1,0,visible,"Hộp đựng giày trong suốt","Hộp đựng giày trong suốt. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",250000,350000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-5.jpg,50,0,0.2
184,simple,SHOE-0184,"Nike Brasilia Duffel Bag M",1,0,visible,"Túi thể thao 60L","Túi thể thao 60L. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",890000,1190000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-4.jpg,50,0,0.2
185,simple,SHOE-0185,"Adidas Defender Duffle",1,0,visible,"Túi gym bền bỉ","Túi gym bền bỉ. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",790000,990000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-5.jpg,50,0,0.2
186,simple,SHOE-0186,"Nike Tech Backpack",1,0,visible,"Balo tech cao cấp","Balo tech cao cấp. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",1290000,1590000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-8.jpg,50,0,0.2
187,simple,SHOE-0187,"3M Reflective Laces",1,0,visible,"Dây giày phản quang","Dây giày phản quang. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",120000,190000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-8.jpg,50,0,0.2
188,simple,SHOE-0188,"Boost Comfort Insole",1,0,visible,"Lót giày Boost đệm êm","Lót giày Boost đệm êm. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",290000,390000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-8.jpg,50,0,0.2
189,simple,SHOE-0189,"Sole Protector Film",1,0,visible,"Miếng dán bảo vệ đế","Miếng dán bảo vệ đế. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",190000,290000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-7.jpg,50,0,0.2
190,simple,SHOE-0190,"Shoe Cleaning Brush Set 3P",1,0,visible,"Bộ 3 bàn chải vệ sinh","Bộ 3 bàn chải vệ sinh. Sản phẩm chính hãng 100%, bảo hành 12 tháng. Freeship cho đơn từ 1.000.000đ.",250000,350000,"Phụ Kiện","Giảm giá",http://localhost/web-ban-giay/wp-content/uploads/product-images/shoe-6.jpg,50,0,0.2
